HelioClim-3 Database of Solar Irradiance v5 (derived from satellite data);;;;;;;;;;;
Provider;MINES ParisTech / Armines / Transvalor (France);;;;;;;;;;
More information at;http://www.soda-is.com;;;;;;;;;;
Site latitude (positive means North);-11;;;;;;;;;;
Site longitude (positive means East);35;;;;;;;;;;
Elevation (m);1439;;;;;;;;;;
Take into account the shadows due to relief?;1 (yes, with horizon computed from SRTM);;;;;;;;;;
Date beginning;2005-01-01;;;;;;;;;;
Date end;2005-12-31;;;;;;;;;;
Time reference (decimal hour);TU;;;;;;;;;;
Summarization (period of integration);Hour (h);;;;;;;;;;
Date - Instant;The date or instant given for each value corresponds to the end of the summarization;;;;;;;;;;
Irradiance (W/m2);Irradiance averaged over the period (-999 if no data);;;;;;;;;;
Lower bound (W/m2);Uncertainty in irradiance. Lower bound;;;;;;;;;;
Upper bound (W/m2);Uncertainty in irradiance. Upper bound. There is a 68% chance that the actual value is comprised between lower and upper bounds;;;;;;;;;;
Code;0: no data; 1: sun below horizon; 2: satellite assessment;; 5: interpolation in time;;;;;;
Top of Atmosphere (W/m2);Irradiance averaged over the period at the top of the atmosphere (extraterrestrial);;;;;;;;;;
Clear-Sky (W/m2);Typical irradiance averaged over the period if the sky were clear;;;;;;;;;;
Irradiation (Wh/m2);Irradiation over the period (-999 if no data);;;;;;;;;;
;;;;;;;;;;;
Hourly mean irradiance and irradiation from HelioClim-3;;;;;;;;;;;
Year;Month;Day;Time;Irradiance;Irradiance;Lower bound;Upper bound;Code;Top of Atmosphere;Clear-Sky;Irradiation
2005;1;1;1;0;0;0;0;1;0;0;0
2005;1;1;2;0;0;0;0;1;0;0;0
2005;1;1;3;0;0;0;0;1;0;0;0
2005;1;1;4;0;6;0;10;5;59;23;6
2005;1;1;5;0;47;0;75;2;364;203;47
2005;1;1;6;6;108;34;171;2;678;452;108
2005;1;1;7;47;189;102;310;2;952;684;189
2005;1;1;8;108;513;424;670;2;1169;862;513
2005;1;1;9;189;799;714;960;2;1314;984;799
2005;1;1;10;513;949;851;1127;2;1376;1038;949
2005;1;1;11;799;892;800;1061;2;1351;1016;892
2005;1;1;12;949;803;656;945;2;1242;918;803
2005;1;1;13;892;720;626;836;2;1055;756;720
2005;1;1;14;803;520;417;579;2;803;543;520
2005;1;1;15;720;280;191;325;2;503;302;280
2005;1;1;16;520;63;16;82;2;177;79;63
2005;1;1;17;280;0;0;0;5;0;0;0
2005;1;1;18;63;0;0;0;1;0;0;0
2005;1;1;19;0;0;0;0;1;0;0;0
2005;1;1;20;0;0;0;0;1;0;0;0
2005;1;1;21;0;0;0;0;1;0;0;0
2005;1;1;22;0;0;0;0;1;0;0;0
2005;1;1;23;0;0;0;0;1;0;0;0
2005;1;1;24;0;0;0;0;1;0;0;0
2005;1;2;1;0;0;0;0;1;0;0;0
2005;1;2;2;0;0;0;0;1;0;0;0
2005;1;2;3;0;0;0;0;1;0;0;0
2005;1;2;4;0;6;0;10;5;56;25;6
2005;1;2;5;0;49;0;77;2;358;221;49
2005;1;2;6;6;81;25;128;2;673;474;81
2005;1;2;7;49;293;247;436;2;949;707;293
2005;1;2;8;81;610;522;765;2;1167;895;610
2005;1;2;9;293;856;768;1017;2;1313;1023;856
2005;1;2;10;610;1000;943;1102;2;1376;1078;1000
2005;1;2;11;856;977;922;1078;2;1353;1057;977
2005;1;2;12;1000;890;831;966;2;1245;961;890
2005;1;2;13;977;752;688;831;2;1059;799;752
2005;1;2;14;890;453;314;531;2;807;584;453
2005;1;2;15;752;244;136;303;2;509;337;244
2005;1;2;16;453;26;0;41;2;182;95;26
2005;1;2;17;244;0;0;0;5;0;0;0
2005;1;2;18;26;0;0;0;1;0;0;0
2005;1;2;19;0;0;0;0;1;0;0;0
2005;1;2;20;0;0;0;0;1;0;0;0
2005;1;2;21;0;0;0;0;1;0;0;0
2005;1;2;22;0;0;0;0;1;0;0;0
2005;1;2;23;0;0;0;0;1;0;0;0
2005;1;2;24;0;0;0;0;1;0;0;0
2005;1;3;1;0;0;0;0;1;0;0;0
2005;1;3;2;0;0;0;0;1;0;0;0
2005;1;3;3;0;0;0;0;1;0;0;0
2005;1;3;4;0;5;0;8;5;56;19;5
2005;1;3;5;0;52;0;82;2;358;183;52
2005;1;3;6;5;152;85;235;2;673;428;152
2005;1;3;7;52;344;290;513;2;949;664;344
2005;1;3;8;152;633;542;795;2;1167;859;633
2005;1;3;9;344;392;269;559;2;1313;993;392
2005;1;3;10;633;582;481;760;2;1376;1054;582
2005;1;3;11;392;463;349;614;2;1353;1038;463
2005;1;3;12;582;446;348;615;2;1245;946;446
2005;1;3;13;463;210;155;314;2;1059;785;210
2005;1;3;14;446;168;29;245;2;808;569;168
2005;1;3;15;210;100;0;157;2;508;321;100
2005;1;3;16;168;30;0;47;2;182;87;30
2005;1;3;17;100;0;0;0;5;0;0;0
2005;1;3;18;30;0;0;0;1;0;0;0
2005;1;3;19;0;0;0;0;1;0;0;0
2005;1;3;20;0;0;0;0;1;0;0;0
2005;1;3;21;0;0;0;0;1;0;0;0
2005;1;3;22;0;0;0;0;1;0;0;0
2005;1;3;23;0;0;0;0;1;0;0;0
2005;1;3;24;0;0;0;0;1;0;0;0
2005;1;4;1;0;0;0;0;1;0;0;0
2005;1;4;2;0;0;0;0;1;0;0;0
2005;1;4;3;0;0;0;0;1;0;0;0
2005;1;4;4;0;6;0;9;5;52;22;6
2005;1;4;5;0;53;0;83;2;352;209;53
2005;1;4;6;6;183;102;283;2;668;465;183
2005;1;4;7;53;271;207;422;2;945;701;271
2005;1;4;8;183;370;286;506;2;1164;893;370
2005;1;4;9;271;625;523;823;2;1312;1024;625
2005;1;4;10;370;896;804;1065;2;1377;1083;896
2005;1;4;11;625;911;817;1082;2;1355;1066;911
2005;1;4;12;896;769;683;930;2;1248;974;769
2005;1;4;13;911;350;295;522;2;1063;814;350
2005;1;4;14;769;151;0;238;2;812;599;151
2005;1;4;15;350;95;0;150;2;514;350;95
2005;1;4;16;151;58;15;75;2;187;103;58
2005;1;4;17;95;0;0;0;5;1;0;0
2005;1;4;18;58;0;0;0;1;0;0;0
2005;1;4;19;0;0;0;0;1;0;0;0
2005;1;4;20;0;0;0;0;1;0;0;0
2005;1;4;21;0;0;0;0;1;0;0;0
2005;1;4;22;0;0;0;0;1;0;0;0
2005;1;4;23;0;0;0;0;1;0;0;0
2005;1;4;24;0;0;0;0;1;0;0;0
2005;1;5;1;0;0;0;0;1;0;0;0
2005;1;5;2;0;0;0;0;1;0;0;0
2005;1;5;3;0;0;0;0;1;0;0;0
2005;1;5;4;0;7;0;10;5;52;23;7
2005;1;5;5;0;54;0;85;2;352;217;54
2005;1;5;6;7;249;164;366;2;668;472;249
2005;1;5;7;54;631;549;733;2;945;708;631
2005;1;5;8;249;712;636;854;2;1165;893;712
2005;1;5;9;631;716;612;898;2;1312;1022;716
2005;1;5;10;712;669;559;881;2;1377;1080;669
2005;1;5;11;716;236;92;358;2;1355;1061;236
2005;1;5;12;669;207;125;325;2;1248;967;207
2005;1;5;13;236;182;98;297;2;1063;805;182
2005;1;5;14;207;148;0;234;2;812;589;148
2005;1;5;15;182;103;18;150;2;513;340;103
2005;1;5;16;148;31;0;50;2;186;97;31
2005;1;5;17;103;0;0;0;5;1;0;0
2005;1;5;18;31;0;0;0;1;0;0;0
2005;1;5;19;0;0;0;0;1;0;0;0
2005;1;5;20;0;0;0;0;1;0;0;0
2005;1;5;21;0;0;0;0;1;0;0;0
2005;1;5;22;0;0;0;0;1;0;0;0
2005;1;5;23;0;0;0;0;1;0;0;0
2005;1;5;24;0;0;0;0;1;0;0;0
2005;1;6;1;0;0;0;0;1;0;0;0
2005;1;6;2;0;0;0;0;1;0;0;0
2005;1;6;3;0;0;0;0;1;0;0;0
2005;1;6;4;0;10;0;15;5;49;20;10
2005;1;6;5;0;94;16;137;2;346;207;94
2005;1;6;6;10;236;156;347;2;663;462;236
2005;1;6;7;94;574;507;687;2;941;699;574
2005;1;6;8;236;845;798;932;2;1162;886;845
2005;1;6;9;574;760;651;954;2;1311;1018;760
2005;1;6;10;845;540;407;716;2;1377;1077;540
2005;1;6;11;760;277;190;395;2;1357;1059;277
2005;1;6;12;540;204;123;320;2;1251;966;204
2005;1;6;13;277;166;89;271;2;1067;805;166
2005;1;6;14;204;178;31;260;2;817;590;178
2005;1;6;15;166;257;143;319;2;518;342;257
2005;1;6;16;178;78;33;88;2;192;99;78
2005;1;6;17;257;0;0;0;5;1;0;0
2005;1;6;18;78;0;0;0;1;0;0;0
2005;1;6;19;0;0;0;0;1;0;0;0
2005;1;6;20;0;0;0;0;1;0;0;0
2005;1;6;21;0;0;0;0;1;0;0;0
2005;1;6;22;0;0;0;0;1;0;0;0
2005;1;6;23;0;0;0;0;1;0;0;0
2005;1;6;24;0;0;0;0;1;0;0;0
2005;1;7;1;0;0;0;0;1;0;0;0
2005;1;7;2;0;0;0;0;1;0;0;0
2005;1;7;3;0;0;0;0;1;0;0;0
2005;1;7;4;0;8;0;13;5;48;18;8
2005;1;7;5;0;112;29;146;2;346;195;112
2005;1;7;6;8;361;296;473;2;663;449;361
2005;1;7;7;112;634;552;737;2;941;690;634
2005;1;7;8;361;657;562;825;2;1162;887;657
2005;1;7;9;634;598;495;781;2;1311;1024;598
2005;1;7;10;657;510;384;676;2;1378;1087;510
2005;1;7;11;598;297;204;423;2;1358;1070;297
2005;1;7;12;510;771;685;934;2;1252;977;771
2005;1;7;13;297;764;700;845;2;1067;816;764
2005;1;7;14;771;554;444;616;2;817;600;554
2005;1;7;15;764;320;243;361;2;518;349;320
