X_deg,Y_deg,Pop,Elevation,LandCover,NightLights,Slope,GHI,SolarRestriction,TravelHours,WindVel,SubstationDist,RoadDist,GridDistCurrent,GridDistPlan,Hydropower,HydropowerFID,HydropowerDist,X,Y,DistFromElectrified,Country,IsUrban,VIIRS
2.66935,6.68525,408.35919,61,14,0,0.33784,1689,1,0.11667,3.72858,4.69107,7.18056,0.38156,0.38156,4224,13960,21.78782,463455.5616,738967.398,0.17093,Benin,1,0
2.67938,6.68525,198.60602,45,14,0,0.61949,1687,1,0.1,3.70351,4.79676,8.13419,0.1175,0.1175,4224,13960,22.85917,464563.379,738966.665,1.18828,Benin,1,0
2.6894,6.68525,210.76489,34,14,0,0.99195,1685,1,0.06667,3.42276,5.14469,9.12285,0.36869,0.36869,4224,13960,23.93387,465671.1953,738965.9546,1.25021,Benin,1,0
2.69942,6.68525,1442.30737,24,14,6,0.21125,1685,1,0.06667,3.60502,5.6906,10.13628,0.73135,0.73135,4224,13960,25.01149,466779.0105,738965.2668,0.29763,Benin,2,0
2.70945,6.68525,4846.99658,49,14,7,0.98244,1684,1,0.01667,3.79161,6.38391,11.16775,0.66549,0.66549,4224,13960,26.09168,467886.8248,738964.6015,0.84399,Benin,3,0.221210271
2.71947,6.68525,3950.9104,70,10,7,0.40529,1683,1,0,3.74287,7.18205,12.21268,0.77277,0.77277,4224,13960,27.17412,468994.6381,738963.9587,1.03034,Benin,3,0.313334346
2.73952,6.68525,433.11615,64,14,6,0.27693,1681,1,0.03333,3.65184,8.97805,14.33113,1.39083,1.39083,4224,13960,29.34476,471210.2619,738962.741,1.89973,Benin,1,0
2.74954,6.68525,308.98105,72,14,7,0.27671,1681,1,0.18333,3.61057,9.93989,15.40072,2.39643,2.39643,4224,13960,30.43256,472318.0725,738962.1659,2.927,Benin,1,0
2.75956,6.68525,499.90958,68,14,8,0.24677,1680,1,0.11667,3.62284,10.92949,16.47542,3.46523,3.46523,4224,13960,31.52177,473425.8823,738961.6134,3.99777,Benin,2,0
1.58686,6.69337,168.46248,23,14,0,0.05469,1742,1,1.43333,3.63573,14.57096,9.1578,10.42084,8.31817,3166,13972,51.20988,343802.2432,740076.365,6.29242,Benin,1,0
1.62695,6.69337,244.64661,24,14,0,0.06653,1740,1,0.61667,3.62342,10.23426,5.07637,6.05057,4.24082,3166,13972,46.93396,348234.698,740063.8011,2.04622,Benin,1,0
1.647,6.69337,448.45117,25,14,0,0.0902,1740,1,0.33333,3.63913,8.10509,3.12558,3.91855,2.39439,3166,13972,44.80741,350450.8979,740057.6549,1.10534,Benin,2,0
1.65702,6.69337,359.75101,24,14,0,0.15469,1739,1,0.28333,3.64455,7.0607,2.15022,2.89922,1.52435,3166,13972,43.74747,351558.9911,740054.6158,1.85035,Benin,2,0
1.67707,6.69337,157.32655,15,14,0,0.04892,1738,1,0.2,3.68325,5.05421,0.20007,1.05606,0.12569,3166,13972,41.63512,353775.1643,740048.6053,0.28763,Benin,1,0
1.68709,6.69337,298.73111,18,14,0,0.01094,1738,1,0.15,3.68418,4.13225,0.77775,1.03689,0.54778,3166,13972,40.58309,354883.2442,740045.634,1.24892,Benin,1,0
1.69712,6.69337,346.28778,16,14,0,0.16407,1736,1,0.26667,3.65954,3.32603,1.75204,1.86851,1.49607,3166,13972,39.53414,355991.3199,740042.6853,2.34377,Benin,1,0
1.72719,6.69337,91.61652,27,14,6,0.82907,1733,1,0.7,3.58756,2.78609,4.68059,1.91219,1.91219,3166,13972,36.40829,359315.521,740033.9749,1.41108,Benin,1,0
1.73721,6.69337,197.57474,53,14,6,1.23971,1731,1,0.26667,3.64027,3.40224,5.69324,0.95181,0.95181,3166,13972,35.37439,360423.5795,740031.1167,0.63243,Benin,1,0
1.74723,6.69337,465.62018,73,14,0,0.88638,1730,1,0.1,3.65785,4.22429,6.73436,0.08891,0.08891,3166,13972,34.34511,361531.6339,740028.2811,0.49361,Benin,2,0.212794229
1.75726,6.69337,175.46555,39,14,0,0.6243,1730,1,0.26667,3.79525,5.15466,7.65509,1.10953,1.10953,3166,13972,33.32089,362639.6841,740025.4681,1.5949,Benin,1,0
1.78733,6.69337,561.69464,75,14,0,1.45349,1733,1,0.4,3.74245,8.21506,10.3176,1.77213,1.77213,3166,13972,30.28369,365963.8102,740017.1647,1.71693,Benin,1,0.381758541
1.79735,6.69337,297.55872,50,14,0,1.25576,1731,1,0.58333,3.76818,9.27572,11.28348,2.0108,2.0108,3166,13972,29.28515,367071.8441,740014.4422,1.98402,Benin,1,0
1.80737,6.69337,93.59158,34,14,0,0.9684,1729,1,0.88333,3.7576,10.34637,12.27346,2.72075,2.72075,3166,13972,28.29477,368179.8741,740011.7423,2.71683,Benin,1,0
1.8174,6.69337,113.86945,20,14,0,0.66323,1728,1,0.9,3.7417,11.4242,13.24859,3.49317,3.49317,3166,13972,27.31344,369287.9001,740009.065,3.55137,Benin,1,0
1.83744,6.69337,272.48734,17,14,0,0.13529,1722,1,0.48333,3.74413,13.59453,14.66286,3.76022,3.76022,3166,13972,25.3821,371503.9404,740003.7782,4.0685,Benin,1,0
1.88756,6.69337,421.77029,44,14,0,0.2276,1711,1,1.05,3.73433,16.26203,17.81658,7.87216,0.46043,3166,13972,20.80372,377043.9743,739990.9569,0.92503,Benin,2,0
1.89758,6.69337,809.1178,45,14,0,0.25157,1710,1,1.11667,3.72604,15.71348,18.58192,7.70895,1.4798,3166,13972,19.9467,378151.9698,739988.4604,1.75279,Benin,2,0
1.90761,6.69337,951.94537,36,14,0,0.50182,1709,1,1.4,3.67389,14.63039,19.38045,7.68135,2.49863,3166,13972,19.11551,379259.9618,739985.9866,2.76956,Benin,2,0
1.91763,6.69337,466.77863,30,14,0,0.43545,1708,1,1.5,3.64083,13.55137,20.20824,7.81249,1.9351,3166,13972,18.31366,380367.9501,739983.5354,3.82217,Benin,2,0
1.92765,6.69337,302.017,29,14,0,0.39376,1707,1,1.43333,3.61216,12.47748,21.06183,8.09467,0.83011,3166,13972,17.54519,381475.9348,739981.1068,3.90028,Benin,1,0
1.93768,6.69337,156.48404,19,14,0,0.30879,1707,1,1.35,3.67436,11.41016,21.93823,8.51287,0.27608,3166,13972,16.81467,382583.916,739978.7008,4.16858,Benin,1,0
1.9477,6.69337,188.51109,29,14,0,0.39391,1706,1,1.18333,3.79632,10.35146,22.66894,9.04826,1.38059,3166,13972,16.12725,383691.8936,739976.3174,4.69025,Benin,1,0
1.95772,6.69337,99.78474,27,14,0,0.27059,1707,1,1.16667,3.68186,9.3043,21.56792,8.35283,2.48566,3166,13972,15.48867,384799.8678,739973.9566,5.39226,Benin,1,0
1.98779,6.69337,33.20394,20,14,0,0.40485,1715,1,1.05,3.72329,6.28977,18.27015,5.71616,5.71358,3166,13972,13.93077,388123.7697,739967.0099,5.61594,Benin,1,0
2.01786,6.69337,150.9998,4,14,0,0.08543,1717,1,1.1,3.83362,3.82899,14.98432,3.19909,2.63878,3166,13972,13.05127,391447.6414,739960.2667,2.42979,Benin,1,0
2.03791,6.69337,97.32764,45,14,0,0.38345,1716,1,0.95,3.76906,3.21616,12.80494,1.32837,0.55889,3166,13972,12.91488,393663.5396,739955.8842,0.4754,Benin,1,0
2.078,6.69337,503.10895,60,14,0,1.29273,1713,1,0.86667,3.77527,5.58453,8.46682,1.12508,1.12508,3166,13972,13.7543,398095.2979,739947.3905,2.77153,Benin,1,0
2.08803,6.69337,340.69156,84,14,0,0.48436,1711,1,0.85,3.76884,6.5222,7.38235,1.21759,1.21759,3166,13972,14.17451,399203.2297,739945.3236,3.66016,Benin,1,0
2.10807,6.69337,154.8185,98,14,0,0.44037,1711,1,0.93333,3.8485,8.52132,5.21357,1.30702,1.30702,3166,13972,15.22355,401419.0844,739941.2575,3.73784,Benin,1,0
2.14817,6.69337,298.41006,110,14,6,0.86486,1705,1,0.65,3.6524,12.7373,0.87605,0.62654,0.62654,3166,13972,17.96956,405850.7586,739933.3967,0.89521,Benin,1,0
2.15819,6.69337,134.27556,89,14,0,0.83753,1704,1,0.66667,3.87844,13.81255,0.21295,0.36203,0.36203,3166,13972,18.75717,406958.67,739931.488,0.75925,Benin,1,0
2.16821,6.69337,115.69071,107,14,0,0.96301,1703,1,0.81667,3.8657,14.89265,1.29269,1.44768,1.44768,3166,13972,19.57585,408066.5786,739929.6019,1.51679,Benin,1,0
2.19828,6.69337,183.48225,94,14,0,0.54392,1699,1,1.65,3.70434,18.15332,4.55483,3.04402,3.04402,3166,13972,22.18323,411390.2881,739924.0791,3.02711,Benin,1,0
2.20831,6.69337,93.8631,88,14,0,1.21949,1699,1,1.58333,3.79681,19.24508,5.65372,3.33772,3.33772,3166,13972,23.09332,412498.1859,739922.2834,3.27035,Benin,1,0
2.22835,6.69337,248.15611,101,14,0,0.9127,1699,1,0.88333,3.8305,21.4337,7.85937,4.61315,4.61315,3166,13972,24.96157,414713.9736,739918.7598,4.29074,Benin,1,0
2.23838,6.69337,231.20073,107,14,0,0.16696,1700,1,0.7,3.85352,22.53006,8.90296,3.57397,3.57397,3166,13972,25.91627,415821.8636,739917.0319,3.46858,Benin,1,0
2.25842,6.69337,100.97292,94,14,0,0.69261,1700,1,0.71667,3.69258,24.72596,10.75032,1.62198,1.62198,4224,13960,24.87481,418037.6361,739913.6438,1.42831,Benin,1,0
2.27847,6.69337,125.84248,77,14,0,0.87504,1696,1,0.73333,3.65398,26.92524,12.69341,0.48536,0.48536,4224,13960,22.70429,420253.3988,739910.3462,0.98975,Benin,1,0.15256384
2.28849,6.69337,125.98734,66,14,0,1.05612,1695,1,0.7,3.59252,28.0259,13.69614,0.01749,0.01749,4224,13960,21.62252,421361.2766,739908.7313,1.02705,Benin,1,0
2.29852,6.69337,95.46422,62,14,0,1.18442,1694,1,0.7,3.57968,29.12713,14.71403,1.12335,1.12335,4224,13960,20.54357,422469.1519,739907.1389,1.64843,Benin,1,0
2.32859,6.69337,155.96132,58,14,0,0.89684,1691,1,0.55,3.72109,32.43372,17.83248,4.38797,4.38797,4224,13960,17.32887,425792.7643,739902.4975,1.31839,Benin,1,0
2.33861,6.69337,683.49084,32,14,0,0.97043,1690,1,0.53333,3.6928,33.53672,18.88761,5.03439,3.31132,4224,13960,16.26712,426900.6306,739900.9956,0.45117,Benin,1,0
2.34863,6.69337,1757.70459,13,14,0,0.66826,1689,1,0.5,3.59083,33.65281,19.93206,4.7246,2.20319,4224,13960,15.212,428008.4947,739899.5162,0.84223,Benin,2,0
2.35866,6.69337,872.66034,13,14,0,0.15661,1689,1,0.48333,3.42541,32.55727,20.94154,4.65437,1.09527,4224,13960,14.16498,429116.3566,739898.0595,1.24207,Benin,2,0
2.36868,6.69337,311.22418,24,14,0,0.89243,1689,1,0.46667,3.54746,31.46261,21.96056,4.76426,0.03923,4224,13960,13.12801,430224.2164,739896.6253,2.19831,Benin,2,0
2.39875,6.69337,242.44359,5,14,0,0.24677,1689,1,0.53333,3.65461,28.18497,22.7529,6.0369,3.07486,4224,13960,10.10819,433547.7834,739892.4584,4.965,Benin,1,0
2.40877,6.69337,733.13831,3,14,0,0.10319,1689,1,0.56667,3.63377,27.09497,21.71602,6.75449,3.88816,4224,13960,9.14867,434655.635,739891.1146,3.8776,Benin,2,0
2.4188,6.69337,781.81525,4,14,0,0.0451,1690,1,0.58333,3.64025,26.0065,20.68655,6.93201,2.81686,4224,13960,8.22659,435763.4847,739889.7935,2.80654,Benin,2,0
2.42882,6.69337,429.18237,3,14,0,0.03944,1694,1,1.03333,3.65294,24.91977,19.66566,5.8552,1.7911,4224,13960,7.35607,436871.3325,739888.4949,1.78157,Benin,2,0
2.43884,6.69337,287.11508,7,14,0,0.02446,1697,1,1.31667,3.64933,23.83502,18.65474,4.79276,0.9684,4224,13960,6.55765,437979.1784,739887.2189,0.96319,Benin,1,0
2.44887,6.69337,100.55904,2,14,0,0.05469,1700,1,1.35,3.63478,22.75252,17.65552,3.75686,1.06017,4224,13960,5.86088,439087.0224,739885.9655,1.06672,Benin,1,0
2.45889,6.69337,79.68143,3,14,0,0.03094,1702,1,1.06667,3.59675,21.67263,16.6701,2.71692,1.78723,4224,13960,5.30597,440194.8645,739884.7347,1.9505,Benin,1,0
2.47894,6.69337,483.22675,32,14,0,1.74217,1708,1,0.41667,3.73962,19.52234,14.75168,0.79833,0.79833,4224,13960,4.80921,442410.5436,739882.3408,0.97304,Benin,2,0
2.48896,6.69337,150.92088,66,14,0,1.66419,1710,1,0.38333,3.69376,18.45307,13.82595,0.30377,0.30377,4224,13960,4.92954,443518.3805,739881.1778,0.23285,Benin,1,0
2.50901,6.69337,37.42026,50,14,0,1.15952,1710,1,0.36667,3.72797,16.33009,12.0653,0.95124,0.95124,4224,13960,5.83202,445734.0492,739878.9195,1.4186,Benin,1,0
2.52905,6.69337,46.84705,69,14,0,0.22839,1710,1,0.38333,3.64496,14.23561,10.3567,3.11013,3.11013,4224,13960,7.31773,447949.7115,739876.7516,1.79612,Benin,1,0
2.55912,6.69337,78.68002,74,14,0,0.28121,1707,1,0.28333,3.67533,11.18233,7.79377,5.57322,5.57322,4224,13960,10.06358,451273.1932,739873.6691,2.13013,Benin,1,0
2.56915,6.69337,64.24315,80,14,0,0.34588,1707,1,0.38333,3.67552,10.20233,6.95571,4.73646,4.73646,4224,13960,11.04973,452381.0175,739872.6868,3.14443,Benin,1,0
2.57917,6.69337,34.84251,83,14,0,0.14261,1706,1,0.35,3.62841,9.25131,6.19898,4.03286,4.03286,4224,13960,12.05711,453488.8404,739871.7271,2.84709,Benin,1,0
2.59922,6.69337,98.21193,82,14,0,0.22549,1703,1,0.36667,3.54277,7.48021,5.08802,2.9055,2.9055,4224,13960,14.11725,455704.482,739869.8755,0.73457,Benin,1,0
2.60924,6.69337,161.41222,84,14,0,0.6126,1702,1,0.2,3.62385,6.69486,4.82733,2.42286,2.42286,4224,13960,15.16386,456812.3007,739868.9836,0.66259,Benin,1,0
2.61926,6.69337,142.43776,80,14,0,0.62354,1699,1,0.16667,3.5264,6.01206,4.81403,2.25648,2.25648,4224,13960,16.21864,457920.1182,739868.1142,1.67178,Benin,1,0
2.62929,6.69337,211.7827,79,14,0,0.21794,1697,1,0.11667,3.54134,5.47036,5.05007,1.21716,1.21716,4224,13960,17.28012,459027.9344,739867.2675,1.31536,Benin,1,0
2.63931,6.69337,481.59058,76,14,0,0.25999,1695,1,0.08333,3.60021,5.10928,5.50347,0.29775,0.29775,4224,13960,18.34712,460135.7494,739866.4433,1.14894,Benin,1,0
2.65936,6.69337,581.58295,73,14,0,0.39391,1692,1,0.06667,3.56183,3.98029,6.87225,0.26678,0.26678,4224,13960,20.49423,462351.3759,739864.8628,1.2733,Benin,1,0
2.66938,6.69337,1147.98865,71,14,0,0.40337,1689,1,0.11667,3.58196,3.7942,7.70601,0.41404,0.41404,4224,13960,21.57304,463459.1874,739864.1064,0.74457,Benin,1,0.190839872
2.69945,6.69337,542.55164,24,14,6,0.18335,1685,1,0.05,3.66806,4.97925,10.516,1.56296,1.56296,4224,13960,24.82501,466782.6155,739861.9728,0.82325,Benin,1,0
2.70947,6.69337,1640.16504,31,14,6,1.02858,1684,1,0.01667,3.81643,5.75942,11.51379,1.54303,1.54303,4224,13960,25.91309,467890.4228,739861.3067,1.14379,Benin,2,0
2.7195,6.69337,1364.82776,74,14,6,0.10773,1683,1,0.03333,3.81537,6.63364,12.53016,1.63226,1.63226,4224,13960,27.00281,468998.2292,739860.6633,1.85589,Benin,1,0.13867715
2.76961,6.69337,374.7438,69,14,7,0.51882,1677,1,0.21667,3.55349,11.61979,17.77757,4.78823,4.78823,4224,13960,32.47016,474537.2477,739857.7849,4.58337,Benin,2,0
1.5969,6.70148,193.8907,22,14,0,0.07963,1743,1,0.86667,3.61973,13.67583,7.85246,9.23579,7.59088,3166,13972,49.91273,344914.7372,740970.1501,5.44642,Benin,1,0
1.61695,6.70148,169.48538,21,14,0,0.10377,1743,1,0.51667,3.61542,11.54342,5.71541,7.02252,5.65915,3166,13972,47.76466,347130.9507,740963.8607,3.45948,Benin,1,0
1.62697,6.70148,427.45505,22,14,0,0.07887,1743,1,0.46667,3.62816,10.49029,4.67468,5.91678,4.77314,3166,13972,46.69301,348239.0505,740960.75,2.60861,Benin,1,0
1.64702,6.70148,205.74821,23,14,0,0.07004,1742,1,0.35,3.6398,8.42658,2.69803,3.70976,2.93922,3166,13972,44.55506,350455.2365,740954.5965,1.9616,Benin,1,0
1.65704,6.70148,149.77711,21,14,0,0.22309,1742,1,0.45,3.64419,7.42782,1.72265,2.61223,2.16418,3166,13972,43.48903,351563.3228,740951.5537,1.7106,Benin,1,0
1.68711,6.70148,724.22699,21,14,0,0.10084,1740,1,0.3,3.69502,4.73363,1.20389,0.538,0.46532,3166,13972,40.30454,354887.555,740942.5612,1.4622,Benin,2,0.169256091
1.73723,6.70148,303.08487,72,14,0,0.62354,1733,1,0.33333,3.74614,4.11443,6.08151,1.28053,1.28053,3166,13972,35.05481,360427.8555,740928.0267,0.46029,Benin,1,0
1.74725,6.70148,493.53683,60,14,0,0.61406,1732,1,0.26667,3.64601,4.81688,7.06849,0.25771,0.25771,3166,13972,34.01594,361535.9029,740925.1877,1.10805,Benin,2,0
1.75728,6.70148,271.2276,50,14,0,0.86742,1732,1,0.13333,3.79649,5.65089,8.08615,0.66231,0.66231,3166,13972,32.98157,362643.9462,740922.3714,1.87942,Benin,1,0
1.7673,6.70148,127.30764,49,14,0,1.32597,1733,1,0.28333,3.81283,6.56653,9.07828,1.47176,1.47176,3166,13972,31.95215,363751.9853,740919.5777,2.08959,Benin,1,0
1.78735,6.70148,361.46893,81,14,0,1.18442,1734,1,0.36667,3.744,8.53594,10.80658,0.88095,0.88095,3166,13972,29.91018,365968.0514,740914.0583,0.82333,Benin,1,0.065140218
1.80739,6.70148,243.96313,46,14,0,1.09508,1730,1,0.58333,3.71681,10.60336,12.68762,2.24654,2.24654,3166,13972,27.89481,368184.1014,740908.6294,2.26278,Benin,1,0
1.81742,6.70148,251.39288,27,14,0,0.9131,1729,1,0.63333,3.73594,11.65764,13.66592,3.27217,3.27217,3166,13972,26.89898,369292.1204,740905.9489,2.71292,Benin,1,0
1.83746,6.70148,768.46191,18,14,0,0.20753,1723,1,0.58333,3.73466,13.79161,15.37856,4.59355,4.59355,3166,13972,24.93576,371508.1468,740900.6558,4.13915,Benin,1,0
1.84749,6.70148,433.74606,25,14,0,0.31889,1721,1,0.71667,3.73732,14.86766,15.96917,5.07529,3.85215,3166,13972,23.9707,372616.1542,740898.0433,3.98579,Benin,1,0
1.88758,6.70148,282.37592,43,14,0,0.45952,1713,1,1.16667,3.74852,16.99206,18.4903,8.30395,0.40608,3166,13972,20.25736,377048.1459,740887.8194,0.38117,Benin,1,0
1.8976,6.70148,712.44751,49,14,0,0.11831,1711,1,1.4,3.71022,15.91896,19.22896,8.60206,1.40144,3166,13972,19.37632,378156.1345,740885.32,1.47511,Benin,2,0
1.90763,6.70148,502.2648,44,14,0,0.49159,1710,1,1.51667,3.66953,14.85103,20.00179,8.57761,2.44776,3166,13972,18.51969,379264.1195,740882.8432,2.58126,Benin,2,0
1.91765,6.70148,206.54999,35,14,0,0.41173,1709,1,1.8,3.67876,13.78947,20.80498,8.69552,1.77432,3166,13972,17.691,380372.1009,740880.3891,3.68867,Benin,1,0
1.9377,6.70148,74.71794,23,14,0,0.17294,1707,1,1.41667,3.73142,11.69237,22.48932,9.33036,0.37077,3166,13972,16.13457,382588.0529,740875.5488,4.04437,Benin,1,0
1.95774,6.70148,138.33784,34,14,0,0.06378,1707,1,1.13333,3.75577,9.64883,21.68888,8.83245,2.55934,3166,13972,14.74789,384803.9908,740870.799,4.71452,Benin,1,0
2.01789,6.70148,61.08581,8,14,0,0.07734,1715,1,1.15,3.71064,4.60667,15.15595,3.60339,2.58889,3166,13972,12.16418,391451.7227,740857.0929,2.73721,Benin,1,0
2.07803,6.70148,955.63654,82,14,0,0.57065,1714,1,0.91667,3.79642,6.14639,8.6495,2.01899,2.01899,3166,13972,12.91678,398099.3375,740844.2016,3.30257,Benin,1,0
2.08805,6.70148,415.46915,72,14,0,0.90804,1713,1,0.88333,3.87923,7.00966,7.56516,1.86505,1.86505,3166,13972,13.36355,399207.2624,740842.1322,3.09589,Benin,1,0
2.12814,6.70148,693.8562,109,14,0,0.41231,1712,1,0.71667,3.82628,10.91466,3.22781,0.65248,0.65248,3166,13972,15.81479,403638.9322,740834.0811,2.04896,Benin,1,1.12716639
2.13817,6.70148,949.86243,117,14,5,0.13171,1709,1,0.68333,3.76392,11.94863,2.14319,0.00691,0.00691,3166,13972,16.5568,404746.8423,740832.1249,1.46263,Benin,1,0.273941606
2.15821,6.70148,201.92773,112,14,0,0.55825,1706,1,0.68333,3.87705,14.0506,0.06341,0.18882,0.18882,3166,13972,18.15311,406962.6541,740828.2804,1.63828,Benin,1,0
2.19831,6.70148,82.90871,97,14,0,0.45322,1701,1,1.83333,3.65859,18.33566,4.47111,2.16401,2.16401,3166,13972,21.67535,411394.2443,740820.8628,2.13152,Benin,1,0
2.20833,6.70148,65.78332,89,14,0,1.24164,1700,1,1.71667,3.75754,19.41732,5.57504,2.5407,2.5407,3166,13972,22.60601,412502.1352,740819.065,2.4659,Benin,1,0
2.24842,6.70148,131.15318,105,14,0,0.32977,1702,1,0.75,3.73288,23.76847,9.99079,2.23315,2.23315,4224,13960,25.80913,416933.6727,740812.1,2.16826,Benin,1,0
2.25845,6.70148,145.57744,105,14,0,0.59426,1701,1,0.75,3.68851,24.86078,11.09473,1.18211,1.18211,4224,13960,24.71432,418041.5507,740810.4153,1.07995,Benin,1,0
2.28852,6.70148,178.05479,91,14,0,0.93067,1696,1,0.75,3.87691,28.1452,14.08991,0.11312,0.11312,4224,13960,21.43813,421365.1703,740805.497,1.80152,Benin,1,0
2.29854,6.70148,98.94632,83,14,0,0.7921,1695,1,0.71667,3.95202,29.24204,15.08143,0.94904,0.94904,4224,13960,20.34955,422473.0388,740803.9028,2.31033,Benin,1,0
2.30856,6.70148,117.12868,92,14,0,0.42022,1694,1,0.68333,3.85427,30.33971,16.08819,2.02577,2.02577,4224,13960,19.26321,423580.9049,740802.3313,2.65117,Benin,1,0
2.32861,6.70148,161.78346,71,14,0,0.77338,1692,1,0.6,3.58983,32.5372,18.13728,4.21259,4.21259,4224,13960,17.09894,425796.6303,740799.256,1.32881,Benin,1,0
2.34866,6.70148,1639.74536,30,14,0,0.74132,1690,1,0.55,3.43492,33.52875,19.79329,5.6101,2.23051,4224,13960,14.94996,428012.3468,740796.2712,1.0792,Benin,2,0
2.4088,6.70148,891.05536,2,14,0,0.02188,1690,1,0.73333,3.64063,26.94143,22.05354,7.42731,3.59595,4224,13960,8.7081,434659.4455,740787.8599,4.16395,Benin,2,0
2.41882,6.70148,1197.16553,3,14,0,0.06187,1690,1,0.81667,3.64116,25.84662,21.04074,7.17792,3.20055,4224,13960,7.73408,435767.2883,740786.5372,3.19148,Benin,2,0
2.42885,6.70148,479.72308,3,14,0,0.02188,1693,1,1.1,3.65549,24.75301,20.03806,6.14486,2.3501,4224,13960,6.80125,436875.1291,740785.2371,2.34286,Benin,2,0
2.43887,6.70148,144.98167,2,14,0,0.03944,1696,1,1.38333,3.64596,23.66075,19.04709,5.09841,1.80523,4224,13960,5.92911,437982.968,740783.9596,1.80246,Benin,1,0
2.45892,6.70148,52.35621,3,14,0,0.03459,1701,1,0.98333,3.58896,21.48112,17.10839,3.07516,2.4698,4224,13960,4.50747,440198.6403,740781.4725,1.44935,Benin,1,0
2.46894,6.70148,237.19708,3,14,5,0.05469,1703,1,0.56667,3.50011,20.39427,16.16586,2.20508,2.20508,4224,13960,4.07222,441306.4738,740780.2629,0.54076,Benin,1,0
2.47896,6.70148,667.62451,26,14,5,1.91942,1706,1,0.41667,3.82116,19.30986,15.24564,1.23932,1.23932,4224,13960,3.91215,442414.3055,740779.0759,0.7726,Benin,2,0
2.48899,6.70148,265.91772,62,14,0,1.31233,1709,1,0.38333,3.70633,18.2283,14.35204,0.42547,0.42547,4224,13960,4.05992,443522.1354,740777.9116,0.67424,Benin,1,0
2.52908,6.70148,28.45592,75,14,0,0.4165,1708,1,0.43333,3.56324,13.94395,10.92579,3.32065,3.32065,4224,13960,6.76439,447953.4387,740773.4803,2.42617,Benin,1,0
2.54913,6.70148,35.44831,77,14,0,0.33553,1706,1,0.45,3.41684,11.84281,9.2172,5.47499,5.09982,4224,13960,8.66781,450169.0808,740771.4004,2.07773,Benin,1,0
2.55915,6.70148,46.23082,83,14,0,0.42475,1706,1,0.28333,3.5979,10.80951,8.37571,6.15374,5.81527,4224,13960,9.66965,451276.8997,740770.3943,2.68643,Benin,1,0
2.56917,6.70148,25.69276,87,14,0,0.32814,1706,1,0.21667,3.65554,9.79261,7.5992,5.24031,5.24031,4224,13960,10.6925,452384.717,740769.4109,3.54588,Benin,1,0
2.58922,6.70148,51.6476,87,14,0,0.24088,1704,1,0.31667,3.61295,7.83344,6.34888,3.17005,3.17005,4224,13960,12.78096,454600.3475,740767.5119,2.15704,Benin,1,0
2.61929,6.70148,639.27301,82,14,0,0.28877,1698,1,0.13333,3.43142,5.29013,5.70731,1.53253,1.53253,4224,13960,15.97839,457923.783,740764.8331,1.58824,Benin,2,0
2.62931,6.70148,418.7002,86,14,0,0.17806,1696,1,0.23333,3.42704,4.66605,5.90833,1.7195,1.7195,4224,13960,17.05501,459031.5923,740763.9854,1.21363,Benin,1,0
2.63934,6.70148,309.34796,80,14,0,0.17501,1694,1,0.2,3.49038,4.24438,6.30079,0.78716,0.78716,4224,13960,18.13544,460139.4004,740763.1603,0.85785,Benin,1,0
2.67943,6.70148,232.05975,37,14,0,0.8832,1686,1,0.28333,3.49412,3.06778,9.13412,1.7266,1.7266,4224,13960,22.48417,464570.621,740760.0861,2.0212,Benin,1,0
2.69948,6.70148,131.43541,42,14,5,0.65057,1685,1,0.05,3.63259,4.33731,10.95617,2.39467,2.39467,4224,13960,24.66976,466786.2248,740758.6848,1.69598,Benin,1,0
2.7095,6.70148,290.30276,40,14,6,0.57565,1685,1,0.03333,3.6533,5.21508,11.91745,2.42242,2.42242,4224,13960,25.76452,467894.0252,740758.018,1.87448,Benin,1,0
2.75962,6.70148,92.7698,74,14,6,0.12471,1682,1,0.13333,3.56547,10.2939,16.99451,4.24259,4.24259,4224,13960,31.25255,473433.0134,740755.0234,3.90171,Benin,1,0
2.76964,6.70148,195.24866,70,14,6,0.40218,1678,1,0.36667,3.5113,11.36162,18.04274,5.17056,5.17056,4224,13960,32.35232,474540.8085,740754.4924,3.68705,Benin,1,0
2.77967,6.70148,292.85852,59,14,6,0.66215,1676,1,0.26667,3.69152,12.43643,19.09776,6.15843,6.15843,4224,13960,33.45265,475648.6029,740753.9839,3.79756,Benin,2,0
1.59692,6.70959,111.9326,19,14,0,0.04892,1746,1,1.3,3.64956,13.92593,7.69075,9.23556,8.00918,3166,13972,49.70227,344919.1159,741867.1161,5.82053,Benin,1,0
1.61696,6.70959,114.54082,19,14,0,0.11155,1746,1,0.53333,3.55641,11.839,5.50142,7.02282,6.16879,3166,13972,47.54479,347135.3154,741860.8192,4.02383,Benin,1,0
1.64704,6.70959,185.15948,21,14,0,0.09345,1745,1,0.35,3.6434,8.82787,2.28192,3.712,3.57918,3166,13972,44.31943,350459.5804,741851.544,2.65647,Benin,1,0
1.65706,6.70959,98.52758,19,14,0,0.10828,1744,1,0.31667,3.61472,7.88041,1.29535,2.61156,2.61156,3166,13972,43.24765,351567.6597,741848.4976,1.71776,Benin,1,0
1.67711,6.70959,393.38263,18,14,0,0.13126,1743,1,0.23333,3.70532,6.14894,0.65654,0.41251,0.41251,3166,13972,41.10985,353783.8049,741842.4729,0.80286,Benin,2,0.253556609
